"nom du fichier","tadarida_taxon","temps_debut","temps_fin","frequence_mediane","tadarida_probabilite","tadarida_taxon_autre","observateur_taxon","observateur_probabilite","validateur_taxon","validateur_probabilite","participation","amph","Antped","Antsor","Aposyl","Barbar","Barfis","Barsan","Barser","Bicbic","chirp","Cicorn","Concon","Confus","Corcho","criq","Cympud","Cyrscu","Decalb","Epheph","Eptnil","Eptser","Eumbor","Eupcha","Euptyr","Grycam","Hypsav","Inssp5","Inssp6","Inssp7","Inssp8","Inssp9","Isopyr","Lamsp.","Leppun","Lyrple","mamm","Micagr","Minsch","Mussp","Myoalc","Myobec","Myobra","Myocap","Myodas","Myodau","Myoema","MyoGT","Myomys","Myonat","noise","Nyclas","Nyclei","Nycnoc","Ortsp.","Phafal","Phanan","Phofem","Phogri","piaf","Pipkuh","Pipmad","Pipnat","Pippip","Pippyg","Plaaff","Plaalb","Plafal","Plaint","Plasab","Pleaur","Pleaus","Plemac","Ptebon","Pteger","Ptehey","Ptepon","Ratnor","Rhieur","Rhifer","Rhihip","Roeroe","Rusnit","Sepsep","Tadten","Testes","Tetcan","Tetvir","Thycor","Tyllil","Urobre","Urorug","Vesmur","Yerbey","Yerray","ProbEsp_C2bs"
"Cir461-2014-Pass2-Tron1-Chiro_0_00295_000","Pipkuh",0,0.3,50,0.258,"","","","","","582ae419783121000fce8b4e",0.004,0.022,0,0.002,0.004,0,0,0,0,0.006,0,0.008,0.024,0,0,0.006,0.002,0.008,0.006,0.002,0.02,0,0,0,0,0.026,0,0.004,0.002,0,0,0.008,0.008,0.014,0,0,0,0.006,0.002,0.006,0.002,0.002,0.02,0,0.042,0.012,0.008,0.056,0.01,0.036,0,0.004,0.004,0.01,0,0.002,0.014,0.008,0.006,0.11,0.044,0.022,0.216,0.01,0.004,0.026,0,0.002,0.002,0.004,0.004,0.002,0,0,0,0.002,0,0.002,0.002,0.006,0.03,0.01,0.002,0.006,0.012,0.002,0.03,0,0,0,0.004,0,0,0.02,"Pippip"
"Cir461-2014-Pass2-Tron1-Chiro_0_00345_000","noise",0,0.4,204,0.7,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.002,0,0.002,0.008,0,0.01,0.002,0,0.012,0,0.002,0,0,0.008,0.002,0,0,0,0,0,0.002,0.024,0,0.002,0,0.006,0.006,0.006,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.362,0,0.006,0.012,0,0,0.004,0.006,0.032,0.014,0.016,0.002,0,0.032,0.008,0,0.016,0,0.004,0.004,0.024,0,0,0.002,0,0,0,0,0.058,0.002,0.024,0.014,0.084,0,0.002,0.038,0.002,0.046,0,0.008,0,0.002,0,0,0.02,"noise"
"Cir461-2014-Pass2-Tron1-Chiro_0_00410_000","noise",0.1,0.5,204,0.662,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.004,0,0,0.008,0,0.014,0.002,0,0.014,0,0.002,0,0,0.014,0.002,0,0,0,0,0,0.002,0.018,0,0.002,0,0.006,0.006,0.006,0,0,0.014,0,0.008,0.01,0,0.012,0.006,0.366,0,0.006,0.012,0,0.002,0.004,0.006,0.032,0.008,0.03,0.002,0.002,0.026,0.008,0,0.016,0,0.004,0.004,0.02,0,0,0.002,0,0,0,0,0.056,0.002,0.022,0.016,0.082,0,0.002,0.032,0.002,0.044,0,0.008,0,0.002,0,0,0.022,"noise"
"Cir461-2014-Pass2-Tron1-Chiro_0_00410_000","Pipkuh",0.4,0.5,39,0.294,"","","","","","582ae419783121000fce8b4e",0.008,0.012,0,0.004,0.01,0.006,0,0,0,0.008,0,0.01,0.028,0,0,0.004,0.01,0.006,0.01,0,0.032,0,0.004,0,0,0.022,0.002,0.004,0.004,0,0,0.006,0.004,0.018,0,0.002,0.002,0.002,0.004,0.004,0.006,0,0.016,0,0.026,0.004,0.008,0.022,0.004,0.028,0.002,0.004,0.002,0.006,0,0.002,0.02,0.006,0.004,0.14,0.03,0.062,0.178,0.01,0.004,0.034,0,0.006,0.006,0.006,0.004,0.004,0.002,0,0,0.004,0,0.002,0.004,0.004,0.03,0.008,0.002,0.004,0.016,0,0.034,0,0.004,0,0.002,0,0,0.014,"Pippip"
"Cir461-2014-Pass2-Tron1-Chiro_0_00480_000","noise",0.1,0.5,204,0.78,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.002,0.002,0,0,0,0,0,0,0.002,0,0.002,0.008,0,0.012,0.002,0,0.012,0,0.002,0,0,0.01,0.002,0,0,0,0,0,0.002,0.022,0,0.002,0,0.006,0.004,0.004,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.392,0,0.006,0.008,0,0,0.002,0.006,0.022,0.014,0.016,0.002,0,0.028,0.008,0,0.016,0,0.004,0.004,0.024,0,0,0.002,0,0,0,0,0.054,0.004,0.02,0.014,0.074,0,0.004,0.034,0.002,0.058,0,0.008,0,0.002,0,0,0.02,"noise"
"Cir461-2014-Pass2-Tron1-Chiro_0_00490_000","noise",0,0.1,76,0.528,"","","","","","582ae419783121000fce8b4e",0.004,0,0.002,0,0.004,0.004,0,0.002,0,0,0,0,0.012,0,0.002,0.01,0,0.012,0.006,0.002,0.004,0,0.002,0.002,0,0.012,0.002,0,0,0,0,0.004,0.004,0.03,0,0,0,0.01,0.012,0.014,0,0,0.016,0,0.012,0.016,0,0.026,0.014,0.332,0,0.002,0.002,0,0.006,0.004,0.008,0.038,0.012,0.024,0.014,0.004,0.014,0.01,0.002,0.018,0,0.008,0.004,0.014,0.002,0,0.004,0.002,0,0,0,0.018,0.01,0.012,0.026,0.05,0,0.004,0.034,0,0.034,0,0.01,0,0.004,0,0,0.034,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00045_000","noise",0.3,0.5,204,0.73,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.002,0,0.002,0.006,0,0.01,0.002,0,0.014,0,0.002,0,0,0.01,0.002,0,0,0,0,0,0.002,0.022,0,0.002,0,0.006,0.006,0.006,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.372,0,0.004,0.01,0,0,0.002,0.008,0.032,0.014,0.018,0.002,0,0.024,0.01,0,0.016,0,0.004,0.004,0.028,0,0,0.002,0,0,0,0,0.054,0.002,0.024,0.014,0.08,0,0.004,0.038,0.002,0.048,0,0.006,0,0.002,0,0,0.02,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00050_000","noise",0,0.2,204,0.78,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.002,0.002,0,0,0,0,0,0,0.002,0,0.002,0.006,0,0.01,0.002,0,0.008,0,0.002,0,0,0.01,0.002,0,0,0,0,0,0.002,0.02,0,0.002,0,0.006,0.004,0.004,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.398,0,0.004,0.008,0,0,0.002,0.008,0.026,0.014,0.016,0.002,0,0.026,0.01,0,0.016,0,0.004,0.004,0.028,0,0,0.002,0,0,0,0,0.054,0.004,0.02,0.014,0.072,0,0.004,0.034,0.002,0.058,0,0.006,0,0.002,0,0,0.02,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00055_000","noise",0.4,0.5,135,0.422,"Phogri","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.004,0,0.002,0.004,0.004,0.014,0.004,0,0.006,0.002,0.002,0,0.002,0.008,0.002,0,0,0,0,0.002,0.002,0.022,0,0,0,0.006,0.008,0.008,0,0,0.012,0,0.01,0.01,0,0.018,0.008,0.372,0,0.002,0.014,0,0.004,0.004,0.008,0.038,0.01,0.02,0.002,0,0.02,0.008,0,0.016,0,0.01,0.004,0.022,0,0,0.002,0.002,0,0,0,0.068,0.002,0.02,0.014,0.062,0,0.002,0.022,0,0.04,0,0.012,0,0.004,0,0,0.026,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00060_000","noise",0,0.3,204,0.674,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.002,0,0.002,0.008,0,0.012,0.002,0,0.01,0,0.002,0,0,0.008,0.002,0,0,0,0,0,0.002,0.024,0,0.002,0,0.006,0.006,0.006,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.372,0,0.004,0.012,0,0,0.004,0.008,0.032,0.012,0.016,0.002,0,0.026,0.008,0,0.016,0,0.004,0.004,0.024,0,0,0.002,0,0,0,0,0.06,0.002,0.024,0.014,0.084,0,0.002,0.036,0.002,0.044,0,0.006,0,0.002,0,0,0.022,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00120_000","noise",0.1,0.5,26,0.566,"","","","","","582ae419783121000fce8b4e",0.016,0,0.002,0,0.004,0.012,0.008,0.002,0,0,0,0.002,0.008,0,0.002,0.01,0.008,0.006,0.014,0.004,0.01,0.002,0.002,0,0.008,0.008,0,0,0.002,0,0,0.008,0,0.028,0,0.008,0,0,0,0,0,0,0.008,0,0.004,0.002,0,0.004,0.002,0.282,0,0.016,0.01,0,0.02,0.018,0.008,0.034,0.028,0.008,0.002,0.006,0.016,0.006,0.01,0.028,0,0.022,0.014,0.014,0.002,0,0.006,0,0,0,0,0,0,0.002,0.036,0.068,0,0.004,0.052,0,0.046,0,0.036,0.002,0,0,0,0.01,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00165_000","noise",0,0.4,146,0.74,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.002,0,0.002,0.008,0,0.01,0.002,0,0.018,0,0.002,0,0,0.01,0.002,0,0,0,0,0,0.002,0.026,0,0.002,0,0.006,0.006,0.006,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.366,0,0.006,0.01,0,0,0.002,0.006,0.028,0.014,0.018,0.002,0,0.028,0.008,0,0.016,0,0.004,0.004,0.026,0,0,0.002,0,0,0,0,0.054,0.002,0.026,0.014,0.078,0,0.004,0.038,0.002,0.046,0,0.008,0,0.002,0,0,0.02,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00195_000","noise",0.1,0.5,204,0.646,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.004,0,0.002,0.01,0,0.012,0.002,0,0.014,0,0.002,0,0,0.008,0.002,0,0,0,0,0,0.002,0.022,0,0,0,0.006,0.006,0.008,0,0,0.012,0,0.008,0.01,0,0.012,0.01,0.37,0,0.004,0.012,0,0.004,0.004,0.006,0.028,0.01,0.016,0.002,0,0.026,0.008,0,0.016,0,0.004,0.004,0.02,0,0,0.002,0.002,0,0,0,0.06,0.002,0.02,0.016,0.086,0,0.002,0.036,0.002,0.044,0,0.008,0,0.002,0,0,0.022,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00200_000","noise",0.1,0.5,204,0.65,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0,0.004,0,0.002,0.01,0,0.014,0.002,0,0.014,0,0.002,0,0,0.014,0.002,0,0,0,0,0,0.002,0.018,0,0,0,0.006,0.006,0.008,0,0,0.014,0,0.008,0.01,0,0.012,0.008,0.364,0,0.004,0.012,0,0.004,0.004,0.006,0.03,0.008,0.028,0.002,0.002,0.026,0.008,0,0.016,0,0.004,0.004,0.02,0,0,0.002,0.002,0,0,0,0.056,0.002,0.02,0.016,0.082,0,0.002,0.032,0.002,0.044,0,0.008,0,0.002,0,0,0.022,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00200_000","Pipkuh",0.1,0.2,38,0.278,"","","","","","582ae419783121000fce8b4e",0.006,0.012,0,0.006,0.012,0.006,0,0,0,0.008,0,0.012,0.036,0,0,0.004,0.014,0.012,0.01,0,0.04,0,0.004,0,0,0.018,0.002,0.004,0.004,0,0,0.01,0.002,0.018,0,0.002,0.002,0.002,0.006,0.004,0.006,0,0.016,0,0.02,0.004,0.008,0.018,0.004,0.028,0.002,0.006,0.002,0.006,0,0.006,0.022,0.006,0.006,0.122,0.024,0.05,0.17,0.008,0.004,0.038,0,0.008,0.006,0.008,0.004,0.004,0.004,0,0,0.004,0,0.002,0.004,0.004,0.034,0.008,0.002,0.002,0.018,0.002,0.034,0,0.004,0,0.002,0,0,0.014,"Pippip"
"Cir461-2014-Pass2-Tron10-Chiro_0_00215_000","noise",0.2,0.5,63,0.492,"","","","","","582ae419783121000fce8b4e",0.004,0,0.002,0,0.006,0.004,0,0.002,0,0,0,0,0.01,0,0.002,0.01,0.002,0.01,0.008,0.002,0.006,0.002,0.002,0.002,0,0.012,0.002,0,0,0,0,0.004,0.004,0.026,0,0,0,0.008,0.014,0.014,0,0,0.018,0,0.016,0.016,0,0.032,0.012,0.316,0,0.002,0.002,0,0.006,0.004,0.01,0.034,0.012,0.026,0.014,0.006,0.02,0.01,0.002,0.018,0,0.012,0.004,0.012,0.002,0,0.004,0.002,0,0,0,0.014,0.01,0.006,0.026,0.054,0,0.004,0.032,0.002,0.032,0,0.01,0,0.006,0,0,0.034,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00220_000","noise",0,0.1,23,0.49,"Phogri","","","","","582ae419783121000fce8b4e",0.016,0,0.004,0,0.004,0.012,0.004,0.002,0,0,0,0.002,0.008,0,0.002,0.008,0.01,0.006,0.014,0.006,0.012,0.004,0.002,0.002,0.008,0.008,0,0,0.002,0,0,0.008,0,0.028,0,0.008,0,0,0.002,0.002,0,0,0.006,0,0.004,0.002,0,0.004,0,0.286,0,0.016,0.012,0,0.018,0.022,0.006,0.042,0.032,0.008,0.002,0.006,0.014,0.006,0.01,0.022,0,0.022,0.018,0.014,0.002,0,0.004,0,0,0,0,0,0.002,0.002,0.036,0.06,0,0.004,0.042,0,0.042,0,0.036,0.002,0,0,0,0.012,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00230_000","noise",0.1,0.5,204,0.536,"","","","","","582ae419783121000fce8b4e",0.004,0,0.002,0,0.004,0.002,0,0,0,0,0,0,0.004,0,0.002,0.008,0,0.012,0.004,0,0.014,0,0.002,0,0,0.008,0.002,0,0,0,0,0.002,0.002,0.024,0,0,0,0.006,0.008,0.008,0,0,0.01,0,0.008,0.01,0,0.014,0.01,0.372,0,0.002,0.012,0,0.004,0.004,0.006,0.03,0.012,0.018,0.002,0,0.028,0.006,0,0.016,0,0.01,0.004,0.018,0,0,0.002,0.002,0,0,0,0.066,0.004,0.018,0.016,0.076,0,0.002,0.026,0,0.038,0,0.008,0,0.002,0,0,0.026,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00245_000","noise",0.1,0.5,204,0.724,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.002,0,0,0,0,0,0.002,0.002,0,0.002,0.008,0.004,0.016,0.002,0.01,0.028,0,0.002,0.002,0,0.008,0.002,0,0,0,0,0,0.002,0.028,0,0.002,0,0.006,0.006,0.006,0,0,0.012,0,0.01,0.01,0,0.01,0.006,0.324,0,0.014,0.014,0,0,0.002,0.006,0.03,0.012,0.02,0.002,0,0.032,0.008,0,0.016,0,0.006,0.004,0.024,0,0,0.002,0,0,0,0,0.056,0.002,0.022,0.01,0.068,0.002,0.002,0.038,0.01,0.046,0,0.01,0,0.002,0,0,0.02,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00245_000","Eptser",0.4,0.5,34,0.214,"","","","","","582ae419783121000fce8b4e",0.004,0.004,0,0.002,0.008,0,0,0,0,0.002,0,0.006,0.022,0,0,0.006,0.006,0.004,0.006,0.038,0.18,0,0,0,0,0.014,0.002,0,0.008,0,0.002,0.016,0.002,0.004,0,0,0,0.002,0,0.002,0.02,0,0.008,0.002,0.01,0.004,0.01,0.004,0.006,0.006,0,0.134,0.114,0.004,0.002,0.008,0.004,0.004,0,0.126,0.004,0,0.044,0,0.006,0.022,0,0.004,0.006,0.002,0.026,0,0.002,0,0,0,0,0,0.002,0.002,0.024,0.002,0.002,0.014,0.014,0.002,0.012,0,0,0,0,0,0.002,0.002,"Eptser"
"Cir461-2014-Pass2-Tron10-Chiro_0_00250_000","noise",0,0.5,56,0.804,"","","","","","582ae419783121000fce8b4e",0.004,0,0.002,0,0.004,0.004,0,0.002,0,0,0,0,0.008,0,0.002,0.008,0,0.01,0.004,0.002,0.008,0,0.002,0.002,0,0.012,0.002,0,0,0,0,0.002,0.006,0.03,0,0.002,0,0.008,0.006,0.01,0,0,0.016,0,0.008,0.014,0.006,0.026,0.016,0.356,0,0.002,0,0,0.002,0.002,0.008,0.02,0.014,0.024,0.008,0.004,0.016,0.01,0.002,0.02,0,0.004,0.004,0.014,0.002,0,0.004,0,0,0,0,0.01,0.014,0.012,0.024,0.046,0,0.004,0.048,0.004,0.06,0,0.006,0,0.006,0,0,0.024,"noise"
"Cir461-2014-Pass2-Tron10-Chiro_0_00250_000","MyoGT",0,0.3,28,0.21,"","","","","","582ae419783121000fce8b4e",0.002,0,0,0.012,0.012,0.002,0.002,0,0,0.002,0,0.012,0.05,0.01,0.002,0.008,0.024,0.016,0.006,0.004,0.08,0,0,0,0,0.006,0,0,0.012,0.002,0,0.032,0,0.014,0.002,0,0.002,0.004,0.004,0.002,0.006,0,0.01,0.002,0.01,0.004,0.068,0.006,0.006,0.008,0,0.012,0.012,0.002,0.004,0.016,0.014,0.022,0.008,0.026,0.006,0,0.03,0.004,0.022,0.112,0,0.026,0.012,0.014,0.01,0.008,0.004,0,0,0.002,0,0,0.004,0,0.086,0.004,0.002,0.004,0.028,0,0.028,0,0.006,0.022,0.004,0,0,0.002,"Plaalb"
"Cir461-2014-Pass2-Tron10-Chiro_0_00255_000","noise",0,0.5,81,0.684,"","","","","","582ae419783121000fce8b4e",0.004,0,0,0,0.004,0.004,0,0.002,0,0,0,0,0.01,0,0.002,0.01,0,0.012,0.004,0.002,0.01,0,0.002,0,0,0.012,0.002,0,0,0,0,0.002,0.004,0.03,0,0.002,0,0.008,0.008,0.012,0,0,0.014,0,0.008,0.012,0,0.022,0.014,0.334,0,0.006,0.002,0,0.002,0.004,0.006,0.03,0.014,0.022,0.01,0.004,0.016,0.008,0.002,0.02,0,0.004,0.004,0.014,0.002,0,0.004,0,0,0,0,0.016,0.008,0.024,0.022,0.06,0,0.004,0.048,0.002,0.05,0,0.01,0,0.006,0,0,0.026,"noise"
