carre;annee;espece;abond
30143;2010;GITHUB;1
30143;2011;GITHUB;6
30143;2013;GITHUB;3
30143;2014;GITHUB;5
30143;2015;GITHUB;8
30145;2006;GITHUB;6
30145;2007;GITHUB;0
30145;2008;GITHUB;9
30145;2010;GITHUB;2
30145;2011;GITHUB;1
30148;2016;GITHUB;6
30148;2017;GITHUB;5
30190;2016;GITHUB;8
30190;2017;GITHUB;0
30208;2002;GITHUB;4
30208;2003;GITHUB;4
30208;2004;GITHUB;9
30208;2005;GITHUB;8
30208;2006;GITHUB;8
30208;2007;GITHUB;2
30208;2008;GITHUB;0
30208;2009;GITHUB;9
30240;2005;GITHUB;8
30249;2004;GITHUB;1
30249;2005;GITHUB;5
30249;2006;GITHUB;6
30249;2007;GITHUB;4
30249;2008;GITHUB;6
30249;2009;GITHUB;4
30292;2002;GITHUB;8
30292;2003;GITHUB;1
30292;2004;GITHUB;7
30292;2005;GITHUB;2
30292;2006;GITHUB;0
30292;2007;GITHUB;0
30292;2008;GITHUB;0
30292;2009;GITHUB;7
30352;2002;GITHUB;5
30352;2009;GITHUB;3
30352;2010;GITHUB;5
30363;2002;GITHUB;5
30363;2003;GITHUB;3
30363;2004;GITHUB;3
30363;2005;GITHUB;1
30363;2006;GITHUB;9
30363;2007;GITHUB;0
30363;2008;GITHUB;1
30363;2009;GITHUB;1
30363;2010;GITHUB;3
30363;2011;GITHUB;4
30363;2012;GITHUB;1
30363;2013;GITHUB;0
30363;2014;GITHUB;1
30363;2015;GITHUB;9
30363;2016;GITHUB;3
30363;2017;GITHUB;1
30363;2018;GITHUB;9
30484;2002;GITHUB;6
30484;2009;GITHUB;6
30484;2010;GITHUB;9
30484;2011;GITHUB;6
30484;2012;GITHUB;5
30484;2013;GITHUB;5
30484;2014;GITHUB;1
30484;2015;GITHUB;8
30484;2016;GITHUB;2
30484;2017;GITHUB;8
30484;2018;GITHUB;9
30523;2006;GITHUB;0
30523;2007;GITHUB;4
30523;2008;GITHUB;9
30523;2009;GITHUB;8
30523;2010;GITHUB;6
30523;2011;GITHUB;0
30523;2013;GITHUB;9
30523;2014;GITHUB;0
30523;2015;GITHUB;0
30537;2005;GITHUB;7
30537;2006;GITHUB;9
30537;2007;GITHUB;4
30537;2008;GITHUB;7
30537;2009;GITHUB;1
30537;2010;GITHUB;8
30537;2011;GITHUB;9
30537;2012;GITHUB;8
30537;2013;GITHUB;3
30537;2014;GITHUB;9
30537;2015;GITHUB;2
30537;2016;GITHUB;1
30537;2017;GITHUB;0
30537;2018;GITHUB;4
30567;2002;GITHUB;4
30567;2003;GITHUB;7
30567;2004;GITHUB;4
30567;2005;GITHUB;0
30567;2006;GITHUB;3
30567;2007;GITHUB;9
30567;2008;GITHUB;8
30567;2009;GITHUB;3
30567;2010;GITHUB;8
30567;2011;GITHUB;5
30567;2012;GITHUB;6
30582;2016;GITHUB;7
30582;2017;GITHUB;4
30582;2018;GITHUB;8
30640;2018;GITHUB;5
30686;2017;GITHUB;1
30686;2018;GITHUB;9
30689;2002;GITHUB;5
30689;2003;GITHUB;1
30689;2004;GITHUB;2
30689;2005;GITHUB;3
30689;2006;GITHUB;1
30689;2007;GITHUB;5
30689;2008;GITHUB;5
30689;2009;GITHUB;9
30689;2010;GITHUB;7
30689;2011;GITHUB;4
30689;2012;GITHUB;3
30689;2013;GITHUB;0
30689;2014;GITHUB;7
30689;2015;GITHUB;0
30689;2016;GITHUB;1
30689;2017;GITHUB;6
30689;2018;GITHUB;2
30769;2002;GITHUB;2
30769;2003;GITHUB;4
30769;2004;GITHUB;6
30769;2005;GITHUB;3
30769;2006;GITHUB;4
30769;2007;GITHUB;4
30769;2008;GITHUB;0
30769;2009;GITHUB;9
30769;2010;GITHUB;1
30769;2011;GITHUB;7
30769;2012;GITHUB;7
30769;2013;GITHUB;9
30769;2014;GITHUB;4
30769;2015;GITHUB;2
30769;2016;GITHUB;3
30769;2017;GITHUB;8
30769;2018;GITHUB;6
30932;2006;GITHUB;4
30932;2007;GITHUB;2
30932;2009;GITHUB;1
30932;2010;GITHUB;6
30950;2017;GITHUB;2
30950;2018;GITHUB;0
30956;2002;GITHUB;2
30956;2003;GITHUB;8
30956;2004;GITHUB;7
30956;2005;GITHUB;2
30956;2006;GITHUB;5
30956;2007;GITHUB;3
30956;2008;GITHUB;6
30956;2009;GITHUB;7
30956;2010;GITHUB;8
30956;2011;GITHUB;2
30956;2013;GITHUB;3
30956;2014;GITHUB;9
30956;2015;GITHUB;5
30956;2016;GITHUB;7
30956;2017;GITHUB;8
30956;2018;GITHUB;4
31040;2006;GITHUB;6
31040;2007;GITHUB;3
31040;2009;GITHUB;8
31040;2010;GITHUB;8
31234;2005;GITHUB;3
31234;2006;GITHUB;5
31234;2008;GITHUB;8
31234;2009;GITHUB;0
31234;2010;GITHUB;9
31234;2011;GITHUB;4
31234;2012;GITHUB;8
31368;2006;GITHUB;0
31383;2005;GITHUB;2
31383;2006;GITHUB;4
31383;2007;GITHUB;3
31383;2008;GITHUB;6
31383;2009;GITHUB;6
31383;2010;GITHUB;1
31383;2012;GITHUB;0
31383;2013;GITHUB;2
31383;2014;GITHUB;5
31383;2015;GITHUB;6
31383;2016;GITHUB;5
31383;2017;GITHUB;3
31383;2018;GITHUB;1
31397;2007;GITHUB;6
31397;2008;GITHUB;5
31429;2005;GITHUB;0
31429;2006;GITHUB;8
31429;2007;GITHUB;4
31429;2008;GITHUB;6
31429;2009;GITHUB;1
31429;2010;GITHUB;8
31429;2011;GITHUB;3
31429;2012;GITHUB;9
31429;2013;GITHUB;6
31429;2014;GITHUB;8
31429;2015;GITHUB;6
31429;2016;GITHUB;9
31429;2017;GITHUB;7
31429;2018;GITHUB;6
31446;2016;GITHUB;0
31446;2017;GITHUB;3
31446;2018;GITHUB;5
31522;2006;GITHUB;0
31522;2010;GITHUB;7
31537;2002;GITHUB;3
31537;2003;GITHUB;0
31537;2004;GITHUB;2
31716;2010;GITHUB;9
31722;2002;GITHUB;1
31722;2003;GITHUB;2
31722;2004;GITHUB;0
31739;2009;GITHUB;9
31739;2010;GITHUB;6
31739;2011;GITHUB;4
31739;2012;GITHUB;5
31739;2013;GITHUB;4
31739;2014;GITHUB;4
31739;2015;GITHUB;8
31739;2016;GITHUB;6
31739;2017;GITHUB;4
31739;2018;GITHUB;0
31782;2002;GITHUB;7
31782;2003;GITHUB;4
40309;2014;GITHUB;0
40533;2004;GITHUB;9
40533;2005;GITHUB;0
40533;2006;GITHUB;4
40533;2007;GITHUB;3
40558;2015;GITHUB;1
40558;2016;GITHUB;2
40558;2017;GITHUB;0
40558;2018;GITHUB;8
40578;2012;GITHUB;0
40578;2013;GITHUB;7
40578;2014;GITHUB;1
40637;2004;GITHUB;0
40637;2005;GITHUB;7
40637;2006;GITHUB;3
40637;2007;GITHUB;1
40910;2005;GITHUB;6
41044;2011;GITHUB;0
41098;2009;GITHUB;1
41098;2010;GITHUB;8
41098;2011;GITHUB;5
41149;2005;GITHUB;6
41149;2006;GITHUB;0
41149;2007;GITHUB;9
41149;2008;GITHUB;8
41149;2009;GITHUB;9
41149;2010;GITHUB;6
41445;2007;GITHUB;1
41445;2008;GITHUB;2
41445;2009;GITHUB;4
41445;2010;GITHUB;6
41445;2011;GITHUB;1
41445;2012;GITHUB;3
41445;2013;GITHUB;0
41445;2014;GITHUB;3
41445;2015;GITHUB;3
41445;2016;GITHUB;8
41445;2017;GITHUB;6
41445;2018;GITHUB;0
41449;2004;GITHUB;7
41510;2015;GITHUB;3
41510;2017;GITHUB;2
41513;2004;GITHUB;5
41513;2005;GITHUB;5
41513;2006;GITHUB;9
41513;2007;GITHUB;1
41513;2008;GITHUB;4
41513;2009;GITHUB;9
41555;2004;GITHUB;0
41555;2005;GITHUB;2
41555;2006;GITHUB;1
41555;2007;GITHUB;9
41555;2008;GITHUB;8
41555;2009;GITHUB;3
41670;2005;GITHUB;1
41736;2011;GITHUB;0
41736;2012;GITHUB;5
50088;2002;GITHUB;6
50088;2003;GITHUB;5
50088;2004;GITHUB;4
50088;2005;GITHUB;9
50088;2006;GITHUB;1
50088;2008;GITHUB;5
50088;2009;GITHUB;2
50088;2010;GITHUB;5
50088;2011;GITHUB;7
50088;2012;GITHUB;3
50088;2013;GITHUB;8
50088;2014;GITHUB;6
50089;2002;GITHUB;9
50089;2003;GITHUB;1
50089;2004;GITHUB;6
50089;2005;GITHUB;8
50089;2006;GITHUB;1
50089;2007;GITHUB;7
50141;2005;GITHUB;7
50141;2006;GITHUB;6
50141;2007;GITHUB;7
50141;2008;GITHUB;2
50141;2009;GITHUB;7
50141;2010;GITHUB;7
50141;2011;GITHUB;3
50141;2012;GITHUB;4
50141;2013;GITHUB;8
50158;2002;GITHUB;7
50158;2003;GITHUB;3
50158;2004;GITHUB;5
50158;2005;GITHUB;9
50158;2006;GITHUB;3
50158;2007;GITHUB;5
50158;2008;GITHUB;2
50158;2009;GITHUB;8
50158;2010;GITHUB;7
50158;2011;GITHUB;1
50158;2012;GITHUB;8
50158;2014;GITHUB;5
50160;2002;GITHUB;4
50160;2003;GITHUB;2
50160;2004;GITHUB;0
50160;2006;GITHUB;4
50160;2007;GITHUB;2
50160;2009;GITHUB;7
50160;2010;GITHUB;6
50160;2011;GITHUB;5
50160;2013;GITHUB;9
50204;2002;GITHUB;2
50204;2003;GITHUB;7
50401;2004;GITHUB;0
50401;2005;GITHUB;6
50401;2006;GITHUB;7
50401;2007;GITHUB;4
50401;2008;GITHUB;6
50401;2009;GITHUB;9
50401;2010;GITHUB;4
50401;2012;GITHUB;9
50401;2013;GITHUB;9
50401;2014;GITHUB;1
50563;2002;GITHUB;5
50563;2003;GITHUB;6
50563;2004;GITHUB;7
50563;2006;GITHUB;5
50563;2007;GITHUB;4
50563;2008;GITHUB;7
50563;2009;GITHUB;8
50655;2005;GITHUB;2
50655;2006;GITHUB;7
50655;2007;GITHUB;7
50655;2008;GITHUB;1
50655;2009;GITHUB;1
50700;2007;GITHUB;3
50700;2009;GITHUB;4
50700;2010;GITHUB;5
50793;2011;GITHUB;1
50925;2003;GITHUB;1
50925;2004;GITHUB;0
50925;2005;GITHUB;8
50925;2006;GITHUB;9
50925;2007;GITHUB;7
50925;2008;GITHUB;2
50925;2009;GITHUB;3
50925;2010;GITHUB;7
50925;2011;GITHUB;5
50925;2012;GITHUB;6
50925;2013;GITHUB;5
50925;2014;GITHUB;8
50967;2003;GITHUB;9
50967;2004;GITHUB;3
50967;2005;GITHUB;6
50967;2006;GITHUB;8
50967;2007;GITHUB;4
50967;2008;GITHUB;1
50967;2009;GITHUB;6
50967;2010;GITHUB;6
50967;2011;GITHUB;3
50967;2012;GITHUB;8
50967;2013;GITHUB;2
50967;2014;GITHUB;5
51045;2008;GITHUB;2
51046;2002;GITHUB;5
51046;2003;GITHUB;9
51046;2004;GITHUB;8
51046;2005;GITHUB;8
51046;2007;GITHUB;5
51046;2009;GITHUB;2
51046;2010;GITHUB;3
51062;2011;GITHUB;5
51062;2012;GITHUB;7
51062;2013;GITHUB;9
51062;2014;GITHUB;3
51366;2009;GITHUB;0
51366;2010;GITHUB;3
60015;2002;GITHUB;5
60015;2003;GITHUB;5
60015;2004;GITHUB;0
60015;2005;GITHUB;9
60085;2002;GITHUB;8
60233;2005;GITHUB;4
60233;2007;GITHUB;4
60233;2008;GITHUB;1
60233;2009;GITHUB;7
60733;2013;GITHUB;5
60733;2014;GITHUB;7
60733;2016;GITHUB;1
60733;2017;GITHUB;8
60733;2018;GITHUB;0
60798;2011;GITHUB;0
60798;2012;GITHUB;0
60798;2013;GITHUB;2
60798;2014;GITHUB;9
60805;2012;GITHUB;2
60805;2013;GITHUB;4
60805;2014;GITHUB;9
60867;2002;GITHUB;0
60867;2003;GITHUB;4
60867;2004;GITHUB;5
60867;2005;GITHUB;8
60867;2006;GITHUB;4
60867;2007;GITHUB;2
60867;2008;GITHUB;7
60867;2009;GITHUB;7
60867;2010;GITHUB;4
60867;2011;GITHUB;6
60867;2012;GITHUB;0
60867;2014;GITHUB;6
60895;2003;GITHUB;0
60895;2004;GITHUB;9
60895;2005;GITHUB;6
60895;2006;GITHUB;8
60895;2007;GITHUB;4
60895;2008;GITHUB;0
60895;2009;GITHUB;1
60895;2010;GITHUB;4
60895;2011;GITHUB;2
60895;2013;GITHUB;3
60915;2002;GITHUB;6
60915;2004;GITHUB;6
60915;2005;GITHUB;0
60915;2009;GITHUB;0
60964;2003;GITHUB;3
60966;2002;GITHUB;5
60966;2003;GITHUB;6
60966;2005;GITHUB;6
60984;2002;GITHUB;0
60984;2003;GITHUB;5
60984;2004;GITHUB;3
60984;2005;GITHUB;8
60984;2006;GITHUB;7
60984;2007;GITHUB;3
60984;2008;GITHUB;7
60984;2009;GITHUB;7
60984;2010;GITHUB;1
60984;2011;GITHUB;5
60984;2012;GITHUB;6
60984;2013;GITHUB;2
60984;2014;GITHUB;5
70033;2014;GITHUB;5
70033;2015;GITHUB;6
70033;2016;GITHUB;7
70033;2017;GITHUB;3
70033;2018;GITHUB;2
70037;2014;GITHUB;9
70037;2015;GITHUB;0
70037;2016;GITHUB;1
70037;2017;GITHUB;7
70037;2018;GITHUB;2
70039;2006;GITHUB;2
70039;2007;GITHUB;2
70039;2008;GITHUB;7
70039;2009;GITHUB;3
70039;2010;GITHUB;7
70039;2011;GITHUB;6
70039;2012;GITHUB;2
70039;2013;GITHUB;2
70039;2014;GITHUB;4
70039;2015;GITHUB;7
70108;2010;GITHUB;5
70108;2011;GITHUB;8
70147;2008;GITHUB;6
70147;2009;GITHUB;8
70147;2010;GITHUB;7
70147;2011;GITHUB;5
70147;2012;GITHUB;7
70147;2013;GITHUB;0
70214;2008;GITHUB;6
70214;2009;GITHUB;1
70214;2010;GITHUB;6
70281;2004;GITHUB;6
70305;2008;GITHUB;6
70305;2009;GITHUB;7
70305;2010;GITHUB;0
70305;2011;GITHUB;8
70305;2012;GITHUB;2
70305;2013;GITHUB;3
70305;2014;GITHUB;9
70305;2015;GITHUB;6
70318;2008;GITHUB;1
70318;2009;GITHUB;8
70318;2010;GITHUB;1
70318;2011;GITHUB;2
70318;2012;GITHUB;1
70318;2013;GITHUB;6
70318;2014;GITHUB;3
70318;2015;GITHUB;1
70451;2014;GITHUB;3
70582;2004;GITHUB;7
70582;2005;GITHUB;9
70613;2016;GITHUB;6
70613;2017;GITHUB;0
70613;2018;GITHUB;1
70659;2008;GITHUB;5
70659;2009;GITHUB;0
70659;2010;GITHUB;5
70659;2011;GITHUB;3
70659;2012;GITHUB;7
70659;2013;GITHUB;5
70659;2014;GITHUB;7
70659;2015;GITHUB;1
70659;2016;GITHUB;1
70659;2017;GITHUB;6
70659;2018;GITHUB;9
70672;2008;GITHUB;5
70672;2009;GITHUB;9
70672;2010;GITHUB;7
70672;2011;GITHUB;8
70672;2012;GITHUB;9
70672;2013;GITHUB;9
70672;2014;GITHUB;3
70672;2015;GITHUB;0
70672;2016;GITHUB;2
70672;2017;GITHUB;4
70672;2018;GITHUB;8
70679;2004;GITHUB;9
70679;2005;GITHUB;6
70686;2017;GITHUB;6
70686;2018;GITHUB;1
70731;2008;GITHUB;3
70731;2009;GITHUB;9
70731;2010;GITHUB;7
70731;2011;GITHUB;2
70731;2012;GITHUB;5
70731;2013;GITHUB;4
70779;2004;GITHUB;5
70779;2005;GITHUB;4
70818;2017;GITHUB;8
70818;2018;GITHUB;3
71071;2008;GITHUB;1
71071;2009;GITHUB;8
71071;2010;GITHUB;6
71071;2011;GITHUB;1
71071;2012;GITHUB;7
71071;2013;GITHUB;6
71071;2014;GITHUB;1
71071;2015;GITHUB;8
71071;2016;GITHUB;3
71071;2017;GITHUB;4
71071;2018;GITHUB;7
71185;2008;GITHUB;5
71185;2009;GITHUB;2
71185;2010;GITHUB;4
71185;2011;GITHUB;6
71185;2012;GITHUB;1
71185;2013;GITHUB;6
71185;2014;GITHUB;2
71185;2015;GITHUB;1
71185;2016;GITHUB;4
71185;2017;GITHUB;5
71185;2018;GITHUB;2
71249;2008;GITHUB;5
71249;2009;GITHUB;1
71249;2010;GITHUB;0
71249;2011;GITHUB;7
71249;2012;GITHUB;0
71249;2013;GITHUB;9
71249;2014;GITHUB;0
71249;2015;GITHUB;0
71249;2017;GITHUB;0
71249;2018;GITHUB;1
71259;2008;GITHUB;1
71259;2009;GITHUB;2
71259;2010;GITHUB;3
71259;2011;GITHUB;7
71259;2012;GITHUB;2
71259;2013;GITHUB;0
71259;2014;GITHUB;0
71259;2015;GITHUB;4
71259;2016;GITHUB;4
71259;2017;GITHUB;0
71259;2018;GITHUB;2
80047;2007;GITHUB;3
80047;2008;GITHUB;9
80072;2007;GITHUB;2
80072;2008;GITHUB;9
80169;2002;GITHUB;2
80169;2003;GITHUB;9
80169;2004;GITHUB;9
80169;2005;GITHUB;8
80169;2006;GITHUB;4
80169;2007;GITHUB;2
80169;2008;GITHUB;0
80169;2009;GITHUB;6
80169;2010;GITHUB;1
80169;2011;GITHUB;5
80231;2001;GITHUB;9
80231;2002;GITHUB;3
80231;2003;GITHUB;2
80231;2010;GITHUB;4
80235;2001;GITHUB;6
80235;2002;GITHUB;3
80235;2003;GITHUB;7
80235;2004;GITHUB;7
80235;2005;GITHUB;6
80235;2006;GITHUB;9
80235;2007;GITHUB;4
80235;2008;GITHUB;8
80235;2009;GITHUB;2
80235;2010;GITHUB;4
80235;2011;GITHUB;2
80235;2013;GITHUB;8
80235;2014;GITHUB;7
80236;2012;GITHUB;9
80236;2013;GITHUB;2
80254;2005;GITHUB;2
80254;2006;GITHUB;2
80254;2007;GITHUB;4
80254;2008;GITHUB;4
80254;2009;GITHUB;5
80254;2010;GITHUB;3
80254;2011;GITHUB;6
80254;2012;GITHUB;0
80254;2013;GITHUB;0
80254;2014;GITHUB;1
80254;2018;GITHUB;6
80297;2002;GITHUB;4
80297;2003;GITHUB;5
80297;2004;GITHUB;4
