PARCELLEID	PARCELLENOM	ANNEE	TYPECULTURE	CONDUITEPARCELLE	REGION	AB_MOYENNE	AB_TOTALE	DIVERSITE_MOYENNE	DIVERSITE_TOTALE	NB_PASSAGES	AUTRES	NON_IDENTIFIES	AMARYLLIS	AURORES	BELLE_DAME	CITRONS	CUIVRE	DEMI_DEUILS	FLAMBES	GAZE	HESPERIDES_ORANGEES	HESPERIDES_TACHETEES	LYCENES_BLEUS	MACHAONS	MEGERES	MYRTIL	PAON_DU_JOUR	PETITES_TORTUES	PIERIDES_BLANCHES	PROCRIS	ROBERT_LE_DIABLE	SOUCIS	TABAC_D_ESPAGNE	TIRCIS	VULCAIN	SURFACE	LATITUDE	LONGITUDE	PAYSAGEINTENSIF	ESPECESCULTIVEES	TETEROTATIONEC	PCULTURAUXN1EC	PCULTURAUXN2EC	INTERCULTURE	DATESEMIS	TRAVAILSOL	ANNEEPLANTATION	INTERRANG	PRAIRIETEMPORAIRE	AGEPRAIRIE	ESEMEERGA	ESEMEERGI	ESEMEEDACTYLE	ESEMEEFETUQUE	ESEMEELEG	ESEMEEAUTRE	UPATURE	UPATURENBUGB	UFAUCHE	DATEDEBUTFAUCHE	NBFAUCHESPARAN	ANNEECONVERSION	NBPASSAGE_INSECTICIDE	NBPASSAGE_HERBICIDE	NBPASSAGE_FONGICIDE	NBPASSAGE_MOLLUCIDE	NBPASSAGE_AUTRE	NBPASSAGE_MINERALE	NBPASSAGE_F_ORGANIQUE	NBPASSAGE_A_ORGANIQUE	NBPASSAGE_CALCIQUE	CODE_EXPLOITATION	NOM_EXPLOITATION	INSEE	COMMUNE	NUM_DEPARTEMENT	DEPARTEMENT	CODE_RESEAU	NOM_RESEAU	NOM_RESEAU2	BORDURE_LISIERE	BORDURE_HAIE	BORDURE_BE	BORDURE_ROUTE	BORDURE_FOSSE	BORDURE_AUCUNE	BORDURE_BANDEFLEURIE	BORDURE_AUTRE	MA_AUTRECULTURE	MA_PRAIRIE	MA_BOIS	MA_ZURBAINE	MA_ETANG	MA_AUTRE	DISTANCE_PARCOURUE	NR	NR
0000281_9HB1L_0034048	PRE_BOIS	2012	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	11	55	3.2	6	5	0	0	0	0	0	0	0	3.6	0	0	0	0	2.2	0	0	0.2	0	0.2	3.6	1.2	0	0	0	0	0	5	48.841758	1.932056	0	LUZERNE	BLE	LUZERNE	LUZERNE	0	16_03_2009__00:00:00	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	0	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000281_9HB1L_0034048	PRE_BOIS	2013	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	5.5	22	2	6	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1.5	0.25	0	0.5	0.75	0	0.5	0	0	0	5	48.841758	1.932056	0	LUZERNE	BLE	LUZERNE	LUZERNE	0	16_03_2009__00:00:00	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	0	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000321_DEYUU_0034048	ALLEE_DE_THIVERVAL	2012	PRAIRIE	CONVENTIONNELLE	ILE_DE_FRANCE	1.4	7	1.5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.8	0	0	0	0	0	0	4	48.847963	1.935482	0	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	NR	0	0	0	0	0	0	1	0	0	NR	NR	NR	0	0	0	0	0	1	2	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	1	0	0	1	0	0	0	1	0	1	0	0	0	0	150	NR	NR
0000341_P3BDJ_0034048	DIVISION_DU_BAS	2012	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	1.2	6	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0.8	0	0	0	0	0	0	9	48.848612	1.947284	0	ORGE_ESCOURGEON_D_HIVER	BLE	BETTERAVE	BETTERAVE	0	01_03_2012__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	2	2	0	2	1	1	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000341_P3BDJ_0034048	DIVISION_DU_BAS	2013	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	4	16	1.5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	2.25	0	0	1	0	0	0.25	9	48.848612	1.947284	0	ORGE_ESCOURGEON_D_HIVER	BLE	BETTERAVE	BETTERAVE	0	01_03_2012__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	2	2	0	2	1	1	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000401_GAI73_0034048	CENT_ARPENTS_OUEST	2012	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	5.6	28	2	6	5	0	0	0	0	0	0	0.4	0.2	0	0	0	0	0	0	0	0	0.2	0.2	4.2	0	0	0	0	0	0.4	5	48.839998	1.954622	1	MAIS	BLE	BLE	BETTERAVE	0	22_04_2012__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	1	0	0	0	0	1	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000401_GAI73_0034048	CENT_ARPENTS_OUEST	2013	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	0.5	2	2	2	4	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	48.839998	1.954622	1	MAIS	BLE	BLE	BETTERAVE	0	22_04_2012__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	1	0	0	0	0	1	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000421_1RUNV_0034048	ORME_OUEST	2012	PRAIRIE	CONVENTIONNELLE	ILE_DE_FRANCE	1.2	6	1.5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2	0	0	0	0	0	7	48.838011	1.950846	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	1	1	0	1	1	1	0	1	0	0	NR	NR	NR	0	0	0	0	0	1	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	0	0	1	0	0	0	1	0	0	0	0	200	NR	NR
0000421_1RUNV_0034048	ORME_OUEST	2013	PRAIRIE	CONVENTIONNELLE	ILE_DE_FRANCE	2.25	9	3.5	4	4	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0	0	0	0	0	0.5	0	0	1	0	0	0	7	48.838011	1.950846	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	1	1	1	0	1	1	1	0	1	0	0	NR	NR	NR	0	0	0	0	0	1	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	0	0	1	0	0	1	0	0	0	0	0	150	NR	NR
0000441_UPAWL_0034048	LES_MAISONS	2012	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	2.6	13	2.33333333333333	3	5	0	0	0	0	0	0	0	1.4	0	0	0	0	0.4	0	0	0	0	0	0.8	0	0	0	0	0	0	3	48.843275	1.942391	1	BETTERAVE	BETTERAVE	BETTERAVE	BETTERAVE	0	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	0	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	1	0	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000441_UPAWL_0034048	LES_MAISONS	2013	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	1.75	7	1.33333333333333	4	4	0	0.25	0	0	0	0	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0.75	0	0	0	0	0	0	3	48.843275	1.942391	1	BETTERAVE	BETTERAVE	BETTERAVE	BETTERAVE	0	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	0	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	1	0	0	0	0	0	1	0	0	0	0	0	150	NR	NR
0000461_KRVHA_0034048	TERRES_DE_L_EGLISE	2012	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	2.8	14	1.75	7	5	0	0	0	0	0.2	0	0	0.6	0	0	0	0.2	0.6	0	0	0.2	0.2	0	0.8	0	0	0	0	0	0	10	48.839687	1.930933	1	BLE	BLE	MA?S	NR	0	12_10_2011__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	2	3	0	1	3	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000461_KRVHA_0034048	TERRES_DE_L_EGLISE	2013	GRANDE_CULTURE	CONVENTIONNELLE	ILE_DE_FRANCE	1.5	6	1.33333333333333	3	4	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	1	0	0	0.25	0	0	0	10	48.839687	1.930933	1	BLE	BLE	MA?S	NR	0	12_10_2011__00:00:00	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	2	3	0	1	3	0	0	NR	141	FERME_EXPERIMENTALE_DE_GRIGNON	78615	THIVERVAL_GRIGNON	78	YVELINES	102	BIODIVERSITE_EN_PLAINE_DE_VERSAILLES_ET_SUR_LE_PLATEAU_DES_ALLUETS	NR	0	0	0	1	0	0	0	0	1	0	0	0	0	0	200	NR	NR
0000481_RWJBA_0034316	LYCEE	2012	PRAIRIE	AUTRE	POITOU_CHARENTES	35	105	5.33333333333333	9	3	6.66666666666667	0	0	5	0	0	0	0	0.333333333333333	0.333333333333333	0	0	1.33333333333333	0	5.66666666666667	0.333333333333333	0	0	11.6666666666667	2	0	0	0	0	1.66666666666667	NR	NR	NR	1	NR	NR	NR	NR	NR	NR	NR	NR	NR	0	NR	0	0	0	0	0	0	0	NR	1	NR	NR	NR	0	0	0	0	0	0	0	0	NR	821	LPH_NIORT_GASTON_CHAISSAC	79191	NIORT	79	DEUX_SEVRES	161	RESEAU_BIODIVERSITE_DE_L_ENSEIGNEMENT_AGRICOLE	NR	1	0	1	0	1	0	0	1	0	1	1	1	0	1	200	NR	NR
0000483_T9XYO_0034316	EXPLOITATION	2012	AUTRE_CULTURE_PERENNE	AUTRE	POITOU_CHARENTES	7.33333333333333	22	1.5	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.33333333333333	0	0	0	0	0	NR	NR	NR	0	AUTRE_CULTURE_PERENNE	NR	NR	NR	NR	NR	NR	2006	ENHERBE_PARTIELLEMENT	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	0	0	0	0	0	0	NR	821	LPH_NIORT_GASTON_CHAISSAC	79191	NIORT	79	DEUX_SEVRES	161	RESEAU_BIODIVERSITE_DE_L_ENSEIGNEMENT_AGRICOLE	NR	0	1	1	1	0	0	0	0	1	1	1	1	0	0	200	NR	NR
0000741_CAHNJ_0008239	PRE_VAUCHER	2012	GRANDE_CULTURE	CONVENTIONNELLE	BOURGOGNE	12	36	1.66666666666667	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	11.3333333333333	0	0	0.333333333333333	0	0	0	9	NR	NR	1	ORGE_ESCOURGEON_D_HIVER	LUZERNE	AUTRE_GRANDE_CULTURE	AUTRE_GRANDE_CULTURE	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	1	1	0	0	2	0	0	NR	741	FERME_DE_L_EPLEFPA_DE_DIJON_QUETIGNY	21622	TART_LE_BAS	21	COTE_D_OR	161	RESEAU_BIODIVERSITE_DE_L_ENSEIGNEMENT_AGRICOLE	NR	0	0	1	0	1	0	0	0	1	0	0	0	0	0	200	NR	NR
0000741_CAHNJ_0008239	PRE_VAUCHER	2012	GRANDE_CULTURE	CONVENTIONNELLE	BOURGOGNE	12	36	1.66666666666667	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	11.3333333333333	0	0	0.333333333333333	0	0	0	9	NR	NR	1	BETTERAVE	LUZERNE	AUTRE_GRANDE_CULTURE	AUTRE_GRANDE_CULTURE	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	1	1	0	0	2	0	0	NR	741	FERME_DE_L_EPLEFPA_DE_DIJON_QUETIGNY	21622	TART_LE_BAS	21	COTE_D_OR	161	RESEAU_BIODIVERSITE_DE_L_ENSEIGNEMENT_AGRICOLE	NR	0	0	1	0	1	0	0	0	1	0	0	0	0	0	200	NR	NR
0000741_CAHNJ_0008239	PRE_VAUCHER	2013	GRANDE_CULTURE	CONVENTIONNELLE	BOURGOGNE	6	12	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	NR	NR	1	BETTERAVE	LUZERNE	AUTRE_GRANDE_CULTURE	AUTRE_GRANDE_CULTURE	0	NR	LABOUR_PROFOND	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	1	1	0	0	2	0	0	NR	741	FERME_DE_L_EPLEFPA_DE_DIJON_QUETIGNY	21622	TART_LE_BAS	21	COTE_D_OR	161	RESEAU_BIODIVERSITE_DE_L_ENSEIGNEMENT_AGRICOLE	NR	0	0	1	0	1	0	0	0	0	0	0	0	0	1	200	NR	NR
0000762_GXPFC_0008239	VAL_DES_CHOUX	2012	GRANDE_CULTURE	AUTRE	BOURGOGNE	8	24	1.66666666666667	3	3	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	6.66666666666667	0	0	0	0	0	0.333333333333333	9	NR	NR	1	BLE	LUZERNE	POIS	AUTRE_GRANDE_CULTURE	0	NR	TRAVAIL_SUPERFICIEL	NR	NR	NR	NR	0	0	0	0	0	0	0	NR	0	NR	NR	NR	0	0	1	0	0	3	0	0	NR	741	FERME_DE_L_EPLEFPA_DE_DIJON_QUETIGNY	21622	TART_LE_BAS	21	COTE_D_OR	161	RESEAU_BIODIVERSITE_DE_L_ENSEIGNEMENT_AGRICOLE	NR	0	1	1	0	0	0	0	1	1	0	0	0	0	0	500	NR	NR
